repository_relative_path,onedrive_folder,size_bytes,sha256,upload_required,priority,public_release_note,upload_priority,priority_reason,onedrive_target_relative_path,source_exists,git_tracked,link_from_publication_page,required_before_submission
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/stats_optics.json,04_processed_trajectories_and_features/,338,18e10e7e0b16d2ccf173f428f1e310fce2d2e7f74de9962f857939d42e951bf9,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/stats_optics.json,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/trials_birch.csv,04_processed_trajectories_and_features/,1137,a954ea2674f51b8813bb2735ab2ca884b29ed618101b3620994d75ccca8cc737,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/trials_birch.csv,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/trials_dbscan.csv,04_processed_trajectories_and_features/,1392,a9dbe4056ce12d5e7112a5ae491e6cf18f3f4d0022369577f334b4c84d985e83,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/trials_dbscan.csv,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/trials_gmm.csv,04_processed_trajectories_and_features/,783,0fde16e4d894228761476b10fa90cca041eff8aeeac84c2bdfc0765b780119b0,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/trials_gmm.csv,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/trials_hdbscan.csv,04_processed_trajectories_and_features/,1811,c9d48d5cdc259ef47058aed56b878649e436eb9b078549b2e94631d8098f767c,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/trials_hdbscan.csv,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/trials_kmeans.csv,04_processed_trajectories_and_features/,3220,30d7da60d713b34b1fa77bfeddcce26b25cb54babf08ec6750b5e1a442e05ca6,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/trials_kmeans.csv,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/trials_optics.csv,04_processed_trajectories_and_features/,4070,94d17f931fbcfa31190a5ced809aed64d666c125441402ca7dcf9064364b5803,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/trials_optics.csv,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/birch_clusters_montage.png,04_processed_trajectories_and_features/,2835465,4f41fa4c8a499b3d47610456bd63c06c4d047374ab4773578f5237f6bb29d41c,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/birch_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/birch_clusters_overlay.png,04_processed_trajectories_and_features/,2086655,4903db1be54a7756120e53725b03de990fee5a0c0c32cf9611ea8df5076366e7,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/birch_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/dbscan_clusters_montage.png,04_processed_trajectories_and_features/,2683953,ab2476214cec4aa6dca467eccd978cf39c8624f846c5b4d300efa7bc867deac8,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/dbscan_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/dbscan_clusters_overlay.png,04_processed_trajectories_and_features/,2086512,f13ae1e504f81d87fe5e3ae1ea9fc81866318feb727578f84a8499871d7db464,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/dbscan_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/gmm_clusters_montage.png,04_processed_trajectories_and_features/,2792789,ac02dff5084f17d49fee8acb56ffff82dbe2890cf7cb55ab1ccbeead3c31bddb,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/gmm_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/gmm_clusters_overlay.png,04_processed_trajectories_and_features/,2086977,d109789721425ba97102bab9ec44be4f0d77e66eb96f7b17caccef3e07c3c3b6,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/gmm_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/hdbscan_clusters_montage.png,04_processed_trajectories_and_features/,2057226,9e57b721c7ce6ff7e1f4f4782b4315c9133e8f91ed8317bd608cc0be1e77d14a,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/hdbscan_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/hdbscan_clusters_overlay.png,04_processed_trajectories_and_features/,2087871,37407ff9b96a94db6c452f7a48779a2b4665a96fa29ba3f25c10ca08e1550639,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/hdbscan_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/kmeans_clusters_montage.png,04_processed_trajectories_and_features/,2847609,2daacf2297d045a41d7b03462f62fdd8668c16d624ddfc50c39f4d4a3a3ae07d,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/kmeans_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/kmeans_clusters_overlay.png,04_processed_trajectories_and_features/,2093758,ce7d87adae5fc8dae46345711f413c145db926b5ac6cfb92a34b809ba26d3681,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/kmeans_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/optics_clusters_montage.png,04_processed_trajectories_and_features/,2637100,4876c958ec7dbcaa9a7cac746db7e6cb498692f37d9bcdb81f6712419708447c,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/optics_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/optics_clusters_overlay.png,04_processed_trajectories_and_features/,2079115,c1c0fe6275761ad6ebcbc0918194971ac65accfef5088d179b32b7e895ac916c,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness/visualizations/optics_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/labels_birch.parquet,04_processed_trajectories_and_features/,64260,96c33049442acd0e2733dd7ac49f6ddabb8dd79e6fe7eaf2927a82d917f984ad,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/labels_birch.parquet,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/labels_dbscan.parquet,04_processed_trajectories_and_features/,64053,ecb81132db737592a46b9d46e8b012c12ad022843dea3fc584ec2c9689bdb980,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/labels_dbscan.parquet,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/labels_gmm.parquet,04_processed_trajectories_and_features/,65463,c6902196bc1e1b4dc06da6c04e50a8b0bd732c4b3f702032e34b37771e5984b0,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/labels_gmm.parquet,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/labels_hdbscan.parquet,04_processed_trajectories_and_features/,64201,ea7a35461247a66c024ae5bf601a4ac7699686367b81b661e850d7221388de9e,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/labels_hdbscan.parquet,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/labels_kmeans.parquet,04_processed_trajectories_and_features/,64205,633735141fd1c1de0fa9bcbbd9747faf75c96763e278dab3b9d293e424ff582b,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/labels_kmeans.parquet,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/labels_optics.parquet,04_processed_trajectories_and_features/,62253,4447335679568404d19f50b16ba67f6ef9a13cf84a40b71069d2161fb721e66e,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/labels_optics.parquet,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/methods_summary.csv,04_processed_trajectories_and_features/,1325,67055ec192cb90c0b5229feddee6271dc6a290df74df49fb92576d7bb7fd95f8,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/methods_summary.csv,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/methods_summary.partial.csv,04_processed_trajectories_and_features/,1325,67055ec192cb90c0b5229feddee6271dc6a290df74df49fb92576d7bb7fd95f8,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/methods_summary.partial.csv,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/stats_birch.json,04_processed_trajectories_and_features/,315,1671dc111355a87f2fb7cdd0a11f19edd60b5305e466ee69f0e25e5735ffcdd6,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/stats_birch.json,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/stats_dbscan.json,04_processed_trajectories_and_features/,330,0eac05c9a3d3cb4835eab189741e735d56fcc8bb4a863fc70c87e01faf654aa8,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/stats_dbscan.json,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/stats_gmm.json,04_processed_trajectories_and_features/,316,4cd604f1ce06fc7946de5b47b01578588523149570009a321e9842f1bab07548,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/stats_gmm.json,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/stats_hdbscan.json,04_processed_trajectories_and_features/,347,fb9492859eb3d9d3c9b8e8b007de23a001cdff7e45051b470cb5f76d44ae8618,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/stats_hdbscan.json,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/stats_kmeans.json,04_processed_trajectories_and_features/,362,b50c1a018ae1420ecbcf3b074f77a7c7e5af809e66f0b820e3847687512b7419,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/stats_kmeans.json,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/stats_optics.json,04_processed_trajectories_and_features/,338,f443a1d4c8eb9250e8ad4bea7fe7aa2baf81fa3c0dcb92f98774997a2a19ca1d,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/stats_optics.json,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/trials_birch.csv,04_processed_trajectories_and_features/,1140,3489e15cc8de55e1ecbf9e208d101deb7528c1b48b29c09a20f2e06cbedd0f7a,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/trials_birch.csv,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/trials_dbscan.csv,04_processed_trajectories_and_features/,1395,0ba67cfeea82ff08b6c1557fb642a368afb413d5d7ff6466c00261741be42150,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/trials_dbscan.csv,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/trials_gmm.csv,04_processed_trajectories_and_features/,779,0d8193601055b0a0d6465392cc0b65749c5aac0b14f08e399f9a267cb4151770,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/trials_gmm.csv,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/trials_hdbscan.csv,04_processed_trajectories_and_features/,1828,9fda56558518e9980f495bae86f3e319091c7d715cb153c5d18133f9a491fec6,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/trials_hdbscan.csv,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/trials_kmeans.csv,04_processed_trajectories_and_features/,3213,436d1b5279aff2ce06eebcaeceb055667befee2984aac49cb16da2681607910f,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/trials_kmeans.csv,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/trials_optics.csv,04_processed_trajectories_and_features/,4073,51c710fd56ecbaca079508935b1eb5394238f72873ee6bb37cd5b316e66e034d,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/trials_optics.csv,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/birch_clusters_montage.png,04_processed_trajectories_and_features/,2836921,303d3ed95862ad921caf20df121ae70eb592373d25d665a50473fb5a29647f97,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/birch_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/birch_clusters_overlay.png,04_processed_trajectories_and_features/,2092453,aaec02035c0f857180bb214f22089a60ae3010f392701efb6c5853ae9694d1b6,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/birch_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/dbscan_clusters_montage.png,04_processed_trajectories_and_features/,2687463,4f69572c6470034e4229620a690518e0c07ab6518d7399f5f2e4c546dc6f0b36,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/dbscan_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/dbscan_clusters_overlay.png,04_processed_trajectories_and_features/,2086545,812a2ff41b026dfa9afe3e4af9d343e46e3069a2c22f0287a1910cb44e221038,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/dbscan_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/gmm_clusters_montage.png,04_processed_trajectories_and_features/,3369785,aff8c4271a53e3b13829f9b23533b178192c16896c3d5351ceb7c3ac21e06414,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/gmm_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/gmm_clusters_overlay.png,04_processed_trajectories_and_features/,2087806,cc0e7afd2fcfecb0e5e244acab6852f0e90277099edc299a3a5af1e07c28909a,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/gmm_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/hdbscan_clusters_montage.png,04_processed_trajectories_and_features/,2029932,ca6d4f637641e4ef9369d445330b9e169544b417a54acb49cfe3cdc530329c9a,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/hdbscan_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/hdbscan_clusters_overlay.png,04_processed_trajectories_and_features/,2088009,e92034552b47b0b53dfe191fd35dbd0082d53cf4dde66f1a646d16ceb8ce3f39,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/hdbscan_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/kmeans_clusters_montage.png,04_processed_trajectories_and_features/,2190750,0da598ce12c56150ac381729faa0367c71c7b261c0f9f12d8769cdc4b807c802,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/kmeans_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/kmeans_clusters_overlay.png,04_processed_trajectories_and_features/,2088331,2b74bd8fc6584be68575bd83164809bcc374fc765f7844a9bfd837eafd18f99b,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/kmeans_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/optics_clusters_montage.png,04_processed_trajectories_and_features/,3323345,1fd7fdc5095a679f856c2540005c82ba780a45645a3a1a2cf7e37b4395d1ac12,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/optics_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/optics_clusters_overlay.png,04_processed_trajectories_and_features/,2075654,af56cfb9fb8536b41770d0f0524a620ea0aae5d4b772caac4f298c2dfa9dacb3,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_frame_span_straightness_dir/visualizations/optics_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_straightness/labels_hdbscan.parquet,04_processed_trajectories_and_features/,64012,4850ac7ef154e02871f4b1498b4e1e013a7bcbeaa14d8db9a285f479b1b1f3d2,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_straightness/labels_hdbscan.parquet,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_straightness/labels_kmeans.parquet,04_processed_trajectories_and_features/,64110,4b1443801117ea711d59b34fecda4aa663fade734d0b4e953671877c28c89e44,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_straightness/labels_kmeans.parquet,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_straightness/labels_optics.parquet,04_processed_trajectories_and_features/,64058,18523e396e586c7a5636b018aca883550f98a1152e5aa8e97d85cda96243ebe0,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_straightness/labels_optics.parquet,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_straightness/methods_summary.csv,04_processed_trajectories_and_features/,898,313a693f812ac71c84a6025bfc7bce19b2553adffc0a84bd2a817e06cb00e4f2,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_straightness/methods_summary.csv,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_straightness/methods_summary.partial.csv,04_processed_trajectories_and_features/,898,313a693f812ac71c84a6025bfc7bce19b2553adffc0a84bd2a817e06cb00e4f2,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_straightness/methods_summary.partial.csv,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_straightness/stats_hdbscan.json,04_processed_trajectories_and_features/,501,08fc7c43a35d7ff230c26e272d0e3725981880ef25b10af5b1fc26b281400ff8,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_straightness/stats_hdbscan.json,true,false,false,true
data/processed/bellevue_150th_newport/method_comparison_variant_plus_straightness/stats_kmeans.json,04_processed_trajectories_and_features/,514,4ec7f87346c03598ecf5cadb34537b8f6cbaa4122b8bc9c25af1d36a8b5067d8,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_newport/method_comparison_variant_plus_straightness/stats_kmeans.json,true,false,false,true
